"acturial_firm_name","plan_name","plan_id","year"
"PERAC","Massachusetts Teachers’ Retirement System",893,"2017"
"PERAC","Massachusetts Teachers’ Retirement System",893,"2018"
"PERAC","Massachusetts Teachers’ Retirement System",893,"2019"
"PERAC","Massachusetts Teachers’ Retirement System",893,"2019"
"Segal Consulting","Massachusetts Water Resources Authority Employees Retirement System",894,"2018"
"Internal actuarial services","Massachusetts Teachers’ Retirement System",893,"2021"
"Internal actuarial services","Massachusetts Teachers’ Retirement System",893,"2021"
"Segal Consulting","Massachusetts Water Resources Authority Employees Retirement System",894,"2017"
"Segal Consulting","Massachusetts Water Resources Authority Employees Retirement System",894,"2017"
"Segal Consulting","Massachusetts Water Resources Authority Employees Retirement System",894,"2018"
"Segal Consulting","Massachusetts Water Resources Authority Employees Retirement System",894,"2019"
"Segal Consulting","Massachusetts Water Resources Authority Employees Retirement System",894,"2019"
"Segal Consulting","Massachusetts Water Resources Authority Employees Retirement System",894,"2020"
"Segal Consulting","Massachusetts Water Resources Authority Employees Retirement System",894,"2020"
"PERAC","Massachusetts State Employees’ Retirement System",896,"2016"
"PERAC","Massachusetts State Employees’ Retirement System",896,"2016"
"PERAC","Massachusetts State Employees’ Retirement System",896,"2017"
"PERAC","Massachusetts State Employees’ Retirement System",896,"2017"
"PERAC","Massachusetts State Employees’ Retirement System",896,"2018"
"PERAC","Massachusetts State Employees’ Retirement System",896,"2018"
"PERAC","Massachusetts State Employees’ Retirement System",896,"2019"
"Internal actuarial services","Massachusetts State Employees’ Retirement System",896,"2021"
"PERAC","Massachusetts State Employees’ Retirement System",896,"2019"
"Internal actuarial services","Massachusetts State Employees’ Retirement System",896,"2021"
"Segal","Boston Retirement Board",932,"2017"
"Segal","Boston Retirement Board",932,"2019"
"Segal","Boston Retirement Board",932,"2017"
"Segal","Boston Retirement Board",932,"2019"
"GRS Retirement Consulting","Michigan Judges’ Retirement Plan",953,"2018"
"Segal","Boston Retirement Board",932,"2021"
"Segal","Boston Retirement Board",932,"2021"
"GRS Retirement Consulting","Michigan Judges’ Retirement Plan",953,"2018"
"GRS Retirement Consulting","Michigan Judges’ Retirement Plan",953,"2021"
"GRS Retirement Consulting","Michigan Judges’ Retirement Plan",953,"2019"
"GRS Retirement Consulting","Michigan Judges’ Retirement Plan",953,"2019"
"GRS Retirement Consulting","Michigan Judges’ Retirement Plan",953,"2020"
"GRS Retirement Consulting","Michigan Judges’ Retirement Plan",953,"2020"
"GRS Retirement Consulting","Michigan Judges’ Retirement Plan",953,"2021"
"Gabriel Roeder Smith & Company","Michigan Public School Employees Retirement System",954,"2016"
"Gabriel Roeder Smith & Company","Michigan Public School Employees Retirement System",954,"2016"
"GRS Retirement consulting","Michigan Public School Employees Retirement System",954,"2017"
"GRS Retirement consulting","Michigan Public School Employees Retirement System",954,"2018"
"GRS Retirement consulting","Michigan Public School Employees Retirement System",954,"2017"
"GRS Retirement consulting","Michigan Public School Employees Retirement System",954,"2018"
"GRS Retirement consulting","Michigan Public School Employees Retirement System",954,"2019"
"GRS Retirement consulting","Michigan Public School Employees Retirement System",954,"2019"
"GRS Retirement consulting","Michigan Public School Employees Retirement System",954,"2021"
"GRS Retirement consulting","Michigan Public School Employees Retirement System",954,"2020"
"GRS Retirement consulting","Michigan Public School Employees Retirement System",954,"2020"
"GRS Retirement consulting","Michigan Public School Employees Retirement System",954,"2021"
"Gabriel Roder Smith and Company","Michigan State Employees Retirement System",955,"2016"
"Gabriel Roder Smith and Company","Michigan State Employees Retirement System",955,"2016"
"Gabriel Roder Smith and Company","Michigan State Employees Retirement System",955,"2018"
"Gabriel Roder Smith and Company","Michigan State Employees Retirement System",955,"2017"
"Gabriel Roder Smith and Company","Michigan State Employees Retirement System",955,"2017"
"Gabriel Roder Smith and Company","Michigan State Employees Retirement System",955,"2018"
"GRS","Michigan State Employees Retirement System",955,"2019"
"GRS","Michigan State Employees Retirement System",955,"2020"
"GRS","Michigan State Employees Retirement System",955,"2019"
"GRS","Michigan State Employees Retirement System",955,"2020"
"CBIZ","Michigan Municipal Retirement System",956,"2016"
"GRS","Michigan State Employees Retirement System",955,"2021"
"GRS","Michigan State Employees Retirement System",955,"2021"
"CBIZ","Michigan Municipal Retirement System",956,"2016"
"CBIZ","Michigan Municipal Retirement System",956,"2017"
"CBIZ","Michigan Municipal Retirement System",956,"2017"
"GABRIEL, ROEDER, SMITH & COMPANY","Michigan Municipal Retirement System",956,"2018"
"GRS","Detroit Employees General Retirement System",989,"2016"
"GABRIEL, ROEDER, SMITH & COMPANY","Michigan Municipal Retirement System",956,"2018"
"GABRIEL, ROEDER, SMITH & COMPANY","Michigan Municipal Retirement System",956,"2019"
"GABRIEL, ROEDER, SMITH & COMPANY","Michigan Municipal Retirement System",956,"2019"
"GRS","Michigan Municipal Retirement System",956,"2020"
"GRS","Michigan Municipal Retirement System",956,"2020"
"GRS","Detroit Employees General Retirement System",989,"2016"
"GRS","Detroit Employees General Retirement System",989,"2017"
"GRS","Detroit Employees General Retirement System",989,"2017"
"GRS","Detroit Employees General Retirement System",989,"2018"
"GRS","Detroit Employees General Retirement System",989,"2018"
"GRS","Detroit Employees General Retirement System",989,"2019"
"GRS","Detroit Employees General Retirement System",989,"2019"
"GRS","Detroit Policemen and Firemen Retirement System",990,"2017"
"GRS","Detroit Employees General Retirement System",989,"2020"
"GRS","Detroit Employees General Retirement System",989,"2020"
"GRS","Detroit Employees General Retirement System",989,"2021"
"GRS","Detroit Employees General Retirement System",989,"2021"
"GRS","Detroit Policemen and Firemen Retirement System",990,"2016"
"GRS","Detroit Policemen and Firemen Retirement System",990,"2016"
"GRS","Detroit Policemen and Firemen Retirement System",990,"2017"
"GRS","Detroit Policemen and Firemen Retirement System",990,"2018"
"GRS","Detroit Policemen and Firemen Retirement System",990,"2018"
"GRS","Detroit Policemen and Firemen Retirement System",990,"2019"
"GRS","Detroit Policemen and Firemen Retirement System",990,"2019"
"GRS","Detroit Policemen and Firemen Retirement System",990,"2020"
"GRS","Detroit Policemen and Firemen Retirement System",990,"2020"
"GRS","Minnesota Public Employees Retirement Association (MPERA) General Employees Retirement Fund",1004,"2017"
"GRS","Detroit Policemen and Firemen Retirement System",990,"2021"
"GRS","Detroit Policemen and Firemen Retirement System",990,"2021"
"Gabriel Roeder Smith & Company","Minnesota Public Employees Retirement Association (MPERA) General Employees Retirement Fund",1004,"2016"
"Gabriel Roeder Smith & Company","Minnesota Public Employees Retirement Association (MPERA) General Employees Retirement Fund",1004,"2016"
"GRS","Minnesota Public Employees Retirement Association (MPERA) General Employees Retirement Fund",1004,"2017"
"GRS","Minnesota Public Employees Retirement Association (MPERA) General Employees Retirement Fund",1004,"2018"
"GRS","Minnesota Public Employees Retirement Association (MPERA) General Employees Retirement Fund",1004,"2019"
"GRS","Minnesota Public Employees Retirement Association (MPERA) General Employees Retirement Fund",1004,"2018"
"GRS","Minnesota Public Employees Retirement Association (MPERA) General Employees Retirement Fund",1004,"2020"
"GRS","Minnesota Public Employees Retirement Association (MPERA) General Employees Retirement Fund",1004,"2019"
"GRS","Minnesota Public Employees Retirement Association (MPERA) General Employees Retirement Fund",1004,"2020"
"GRS","Minnesota Public Employees Retirement Association (MPERA) General Employees Retirement Fund",1004,"2021"
"GRS","Minnesota Public Employees Retirement Association (MPERA) General Employees Retirement Fund",1004,"2021"
"Gabriel Roeder Smith & Company","Minnesota Public Employees Retirement Association (MPERA) Police and Fire Fund",1005,"2016"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Police and Fire Fund",1005,"2018"
"Gabriel Roeder Smith & Company","Minnesota Public Employees Retirement Association (MPERA) Police and Fire Fund",1005,"2016"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Police and Fire Fund",1005,"2017"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Police and Fire Fund",1005,"2017"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Police and Fire Fund",1005,"2018"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Police and Fire Fund",1005,"2019"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Police and Fire Fund",1005,"2019"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Police and Fire Fund",1005,"2020"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Police and Fire Fund",1005,"2020"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Police and Fire Fund",1005,"2021"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Police and Fire Fund",1005,"2021"
"Gabriel Roeder Smith & Company","Minnesota Public Employees Retirement Association (MPERA) Local Government Correctional Employees Plan",1006,"2016"
"Gabriel Roeder Smith & Company","Minnesota Public Employees Retirement Association (MPERA) Local Government Correctional Employees Plan",1006,"2016"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Local Government Correctional Employees Plan",1006,"2018"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Local Government Correctional Employees Plan",1006,"2017"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Local Government Correctional Employees Plan",1006,"2017"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Local Government Correctional Employees Plan",1006,"2018"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Local Government Correctional Employees Plan",1006,"2019"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Local Government Correctional Employees Plan",1006,"2019"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Local Government Correctional Employees Plan",1006,"2021"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Local Government Correctional Employees Plan",1006,"2020"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Local Government Correctional Employees Plan",1006,"2020"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) State Patrol Retirement Plan",1008,"2017"
"GRS","Minnesota Public Employees Retirement Association (MPERA) Local Government Correctional Employees Plan",1006,"2021"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) State Patrol Retirement Plan",1008,"2016"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) State Patrol Retirement Plan",1008,"2016"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) State Patrol Retirement Plan",1008,"2017"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) State Patrol Retirement Plan",1008,"2021"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) State Patrol Retirement Plan",1008,"2018"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) State Patrol Retirement Plan",1008,"2018"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) State Patrol Retirement Plan",1008,"2019"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) State Patrol Retirement Plan",1008,"2019"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) State Patrol Retirement Plan",1008,"2020"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) State Patrol Retirement Plan",1008,"2020"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) State Patrol Retirement Plan",1008,"2021"
"GRS","Minnesota State Retirement System (MSRS) Judges Retirement Plan",1009,"2017"
"GRS","Minnesota State Retirement System (MSRS) Judges Retirement Plan",1009,"2016"
"GRS","Minnesota State Retirement System (MSRS) Judges Retirement Plan",1009,"2016"
"GRS","Minnesota State Retirement System (MSRS) Judges Retirement Plan",1009,"2018"
"GRS","Minnesota State Retirement System (MSRS) Judges Retirement Plan",1009,"2017"
"GRS","Minnesota State Retirement System (MSRS) Judges Retirement Plan",1009,"2019"
"GRS","Minnesota State Retirement System (MSRS) Judges Retirement Plan",1009,"2018"
"GRS","Minnesota State Retirement System (MSRS) Judges Retirement Plan",1009,"2019"
"GRS","Minnesota State Retirement System (MSRS) Judges Retirement Plan",1009,"2020"
"GRS","Minnesota State Retirement System (MSRS) Judges Retirement Plan",1009,"2020"
"GRS","Minnesota State Retirement System (MSRS) Judges Retirement Plan",1009,"2021"
"GRS","Minnesota State Retirement System (MSRS) Judges Retirement Plan",1009,"2021"
"GRS","Minnesota State Retirement System (MSRS) Legislators Retirement Plan",1010,"2017"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) Legislators Retirement Plan",1010,"2016"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) Legislators Retirement Plan",1010,"2016"
"GRS","Minnesota State Retirement System (MSRS) Legislators Retirement Plan",1010,"2017"
"GRS","Minnesota State Retirement System (MSRS) Legislators Retirement Plan",1010,"2019"
"GRS","Minnesota State Retirement System (MSRS) Legislators Retirement Plan",1010,"2018"
"GRS","Minnesota State Retirement System (MSRS) Legislators Retirement Plan",1010,"2018"
"GRS","Minnesota State Retirement System (MSRS) Legislators Retirement Plan",1010,"2019"
"GRS","Minnesota State Retirement System (MSRS) Legislators Retirement Plan",1010,"2021"
"GRS","Minnesota State Retirement System (MSRS) Legislators Retirement Plan",1010,"2020"
"GRS","Minnesota State Retirement System (MSRS) Legislators Retirement Plan",1010,"2020"
"GRS","Minnesota State Retirement System (MSRS) Legislators Retirement Plan",1010,"2021"
"Gabriel Roeder Smith & Company Consulatants & Actuaries","Minnesota State Retirement System (MSRS) Correctional Employees Retirement Plan",1011,"2016"
"Gabriel Roeder Smith & Company Consulatants & Actuaries","Minnesota State Retirement System (MSRS) Correctional Employees Retirement Plan",1011,"2016"
"Gabriel Roeder Smith & Company Consulatants & Actuaries","Minnesota State Retirement System (MSRS) Correctional Employees Retirement Plan",1011,"2017"
"Gabriel Roeder Smith & Company Consulatants & Actuaries","Minnesota State Retirement System (MSRS) Correctional Employees Retirement Plan",1011,"2017"
"Gabriel Roeder Smith & Company Consulatants & Actuaries","Minnesota State Retirement System (MSRS) Correctional Employees Retirement Plan",1011,"2018"
"Gabriel Roeder Smith & Company Consulatants & Actuaries","Minnesota State Retirement System (MSRS) Correctional Employees Retirement Plan",1011,"2018"
"Gabriel Roeder Smith & Company Consulatants & Actuaries","Minnesota State Retirement System (MSRS) Correctional Employees Retirement Plan",1011,"2019"
"Gabriel Roeder Smith & Company Consulatants & Actuaries","Minnesota State Retirement System (MSRS) Correctional Employees Retirement Plan",1011,"2019"
"Gabriel Roeder Smith & Company Consulatants & Actuaries","Minnesota State Retirement System (MSRS) Correctional Employees Retirement Plan",1011,"2021"
"Gabriel Roeder Smith & Company Consulatants & Actuaries","Minnesota State Retirement System (MSRS) Correctional Employees Retirement Plan",1011,"2020"
"Gabriel Roeder Smith & Company Consulatants & Actuaries","Minnesota State Retirement System (MSRS) Correctional Employees Retirement Plan",1011,"2020"
"Gabriel Roeder Smith & Company Consulatants & Actuaries","Minnesota State Retirement System (MSRS) Correctional Employees Retirement Plan",1011,"2021"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) General State Employees Retirement Plan",1012,"2016"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) General State Employees Retirement Plan",1012,"2016"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) General State Employees Retirement Plan",1012,"2017"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) General State Employees Retirement Plan",1012,"2017"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) General State Employees Retirement Plan",1012,"2018"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) General State Employees Retirement Plan",1012,"2018"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) General State Employees Retirement Plan",1012,"2019"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) General State Employees Retirement Plan",1012,"2019"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) General State Employees Retirement Plan",1012,"2021"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) General State Employees Retirement Plan",1012,"2020"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) General State Employees Retirement Plan",1012,"2020"
"Gabriel Roeder Smith & Company","Minnesota State Retirement System (MSRS) General State Employees Retirement Plan",1012,"2021"
"Cavanaugh Macdonald Consulting LLC","Minnesota Teachers Retirement Association",1014,"2016"
"Cavanaugh Macdonald Consulting LLC","Minnesota Teachers Retirement Association",1014,"2016"
"Cavanaugh Macdonald Consulting LLC","Minnesota Teachers Retirement Association",1014,"2017"
"Cavanaugh Macdonald Consulting LLC","Minnesota Teachers Retirement Association",1014,"2017"
"Cavanaugh Macdonald Consulting LLC","Minnesota Teachers Retirement Association",1014,"2018"
"Cavanaugh Macdonald Consulting LLC","Minnesota Teachers Retirement Association",1014,"2019"
"Cavanaugh Macdonald Consulting LLC","Minnesota Teachers Retirement Association",1014,"2018"
"Cavanaugh Macdonald Consulting LLC","Minnesota Teachers Retirement Association",1014,"2019"
"Cavanaugh Macdonald Consulting LLC","Minnesota Teachers Retirement Association",1014,"2020"
"Cavanaugh Macdonald Consulting LLC","Minnesota Teachers Retirement Association",1014,"2020"
"GRS","St Paul Teachers Association Retirement Fund",1279,"2016"
"Cavanaugh Macdonald Consulting LLC","Minnesota Teachers Retirement Association",1014,"2021"
"Cavanaugh Macdonald Consulting LLC","Minnesota Teachers Retirement Association",1014,"2021"
"GRS","St Paul Teachers Association Retirement Fund",1279,"2016"
"GRS","St Paul Teachers Association Retirement Fund",1279,"2017"
"GRS","St Paul Teachers Association Retirement Fund",1279,"2018"
"GRS","St Paul Teachers Association Retirement Fund",1279,"2017"
"GRS","St Paul Teachers Association Retirement Fund",1279,"2018"
"GRS","St Paul Teachers Association Retirement Fund",1279,"2019"
"GRS","St Paul Teachers Association Retirement Fund",1279,"2019"
"Cavanaugh Macdonald Consulting ,LLC","Public Employees' Retirement System of Mississippi",1281,"2016"
"GRS","St Paul Teachers Association Retirement Fund",1279,"2020"
"GRS","St Paul Teachers Association Retirement Fund",1279,"2020"
"GRS","St Paul Teachers Association Retirement Fund",1279,"2021"
"GRS","St Paul Teachers Association Retirement Fund",1279,"2021"
"Cavanaugh Macdonald Consulting ,LLC","Public Employees' Retirement System of Mississippi",1281,"2016"
"Cavanaugh Macdonald Consulting ,LLC","Public Employees' Retirement System of Mississippi",1281,"2017"
"Cavanaugh Macdonald Consulting ,LLC","Public Employees' Retirement System of Mississippi",1281,"2017"
"Cavanaugh Macdonald Consulting ,LLC","Public Employees' Retirement System of Mississippi",1281,"2020"
"Cavanaugh Macdonald Consulting ,LLC","Public Employees' Retirement System of Mississippi",1281,"2018"
"Cavanaugh Macdonald Consulting ,LLC","Public Employees' Retirement System of Mississippi",1281,"2018"
"Cavanaugh Macdonald Consulting ,LLC","Public Employees' Retirement System of Mississippi",1281,"2019"
"Cavanaugh Macdonald Consulting ,LLC","Public Employees' Retirement System of Mississippi",1281,"2019"
"Cavanaugh Macdonald Consulting ,LLC","Public Employees' Retirement System of Mississippi",1281,"2020"
"Cavanaugh Macdonald Consulting ,LLC","Public Employees' Retirement System of Mississippi",1281,"2021"
"Cavanaugh Macdonald Consulting ,LLC","Public Employees' Retirement System of Mississippi",1281,"2021"
"Cavanaugh Macdonald","Mississippi Highway Safety Patrol Retirement System",1282,"2016"
"Cavanaugh Macdonald","Mississippi Highway Safety Patrol Retirement System",1282,"2016"
"Cavanaugh Macdonald","Mississippi Highway Safety Patrol Retirement System",1282,"2017"
"Cavanaugh Macdonald","Mississippi Highway Safety Patrol Retirement System",1282,"2017"
"Cavanaugh Macdonald consulting,LLC","Supplemental Legislative Retirement Plan of Mississippi",1283,"2017"
"Cavanaugh Macdonald","Mississippi Highway Safety Patrol Retirement System",1282,"2018"
"Cavanaugh Macdonald","Mississippi Highway Safety Patrol Retirement System",1282,"2018"
"Cavanaugh Macdonald","Mississippi Highway Safety Patrol Retirement System",1282,"2019"
"Cavanaugh Macdonald","Mississippi Highway Safety Patrol Retirement System",1282,"2019"
"Cavanaugh Macdonald consulting,LLC","Supplemental Legislative Retirement Plan of Mississippi",1283,"2016"
"Cavanaugh Macdonald consulting,LLC","Supplemental Legislative Retirement Plan of Mississippi",1283,"2016"
"Cavanaugh Macdonald consulting,LLC","Supplemental Legislative Retirement Plan of Mississippi",1283,"2017"
"PWC","Missouri Public School Retirement System",1285,"2016"
"Cavanaugh Macdonald consulting,LLC","Supplemental Legislative Retirement Plan of Mississippi",1283,"2018"
"Cavanaugh Macdonald consulting,LLC","Supplemental Legislative Retirement Plan of Mississippi",1283,"2018"
"Cavanaugh Macdonald consulting,LLC","Supplemental Legislative Retirement Plan of Mississippi",1283,"2019"
"Cavanaugh Macdonald consulting,LLC","Supplemental Legislative Retirement Plan of Mississippi",1283,"2019"
"PWC","Missouri Public School Retirement System",1285,"2016"
"PWC","Missouri Public School Retirement System",1285,"2017"
"PWC","Missouri Public School Retirement System",1285,"2019"
"PWC","Missouri Public School Retirement System",1285,"2017"
"PWC","Missouri Public School Retirement System",1285,"2018"
"PWC","Missouri Public School Retirement System",1285,"2018"
"PWC","Missouri Public School Retirement System",1285,"2019"
"PWC","Missouri Public School Retirement System",1285,"2020"
"PWC","Missouri Public School Retirement System",1285,"2020"
"PWC","Missouri Public Education Employee Retirement System",1286,"2016"
"PWC","Missouri Public School Retirement System",1285,"2021"
"PWC","Missouri Public School Retirement System",1285,"2021"
"PWC","Missouri Public Education Employee Retirement System",1286,"2016"
"PWC","Missouri Public Education Employee Retirement System",1286,"2017"
"PWC","Missouri Public Education Employee Retirement System",1286,"2017"
"PWC","Missouri Public Education Employee Retirement System",1286,"2019"
"PWC","Missouri Public Education Employee Retirement System",1286,"2018"
"PWC","Missouri Public Education Employee Retirement System",1286,"2018"
"PWC","Missouri Public Education Employee Retirement System",1286,"2019"
"PWC","Missouri Public Education Employee Retirement System",1286,"2021"
"PWC","Missouri Public Education Employee Retirement System",1286,"2020"
"PWC","Missouri Public Education Employee Retirement System",1286,"2020"
"PWC","Missouri Public Education Employee Retirement System",1286,"2021"
"GABRIEL, ROEDER, SMITH & COMPANY","Mosers State Employees Pension Plan",1287,"2016"
"GABRIEL, ROEDER, SMITH & COMPANY","Mosers State Employees Pension Plan",1287,"2016"
"Cavanaugh Macdonald ","Mosers State Employees Pension Plan",1287,"2018"
"Cavanaugh Macdonald ","Mosers State Employees Pension Plan",1287,"2017"
"Cavanaugh Macdonald ","Mosers State Employees Pension Plan",1287,"2017"
"Cavanaugh Macdonald ","Mosers State Employees Pension Plan",1287,"2018"
"Cavanaugh Macdonald ","Mosers State Employees Pension Plan",1287,"2019"
"Cavanaugh Macdonald ","Mosers State Employees Pension Plan",1287,"2019"
"Cavanaugh Macdonald ","Mosers State Employees Pension Plan",1287,"2021"
"Cavanaugh Macdonald ","Mosers State Employees Pension Plan",1287,"2020"
"Cavanaugh Macdonald ","Mosers State Employees Pension Plan",1287,"2020"
"Cavanaugh Macdonald ","Mosers State Employees Pension Plan",1287,"2021"
"Gabriel, Roeder, Smith & Company","Missouri MoDOT & Patrol Employees’ Retirement System",1288,"2016"
"Gabriel, Roeder, Smith & Company","Missouri MoDOT & Patrol Employees’ Retirement System",1288,"2016"
"Gabriel, Roeder, Smith & Company","Missouri MoDOT & Patrol Employees’ Retirement System",1288,"2017"
"Gabriel, Roeder, Smith & Company","Missouri MoDOT & Patrol Employees’ Retirement System",1288,"2017"
"Gabriel, Roeder, Smith & Company","Missouri MoDOT & Patrol Employees’ Retirement System",1288,"2018"
"Gabriel, Roeder, Smith & Company","Missouri MoDOT & Patrol Employees’ Retirement System",1288,"2019"
"Gabriel, Roeder, Smith & Company","Missouri MoDOT & Patrol Employees’ Retirement System",1288,"2018"
"Gabriel, Roeder, Smith & Company","Missouri MoDOT & Patrol Employees’ Retirement System",1288,"2021"
"Gabriel, Roeder, Smith & Company","Missouri MoDOT & Patrol Employees’ Retirement System",1288,"2019"
"Gabriel, Roeder, Smith & Company","Missouri MoDOT & Patrol Employees’ Retirement System",1288,"2020"
"Gabriel, Roeder, Smith & Company","Missouri MoDOT & Patrol Employees’ Retirement System",1288,"2020"
"Gabriel, Roeder, Smith & Company","Missouri MoDOT & Patrol Employees’ Retirement System",1288,"2021"
"Gabriel, Roeder Smith & Company","Missouri Local Government Employees Retirement System",1289,"2016"
"Gabriel, Roeder Smith & Company","Missouri Local Government Employees Retirement System",1289,"2016"
"Gabriel, Roeder Smith & Company","Missouri Local Government Employees Retirement System",1289,"2018"
"Gabriel, Roeder Smith & Company","Missouri Local Government Employees Retirement System",1289,"2017"
"Gabriel, Roeder Smith & Company","Missouri Local Government Employees Retirement System",1289,"2017"
"Gabriel, Roeder Smith & Company","Missouri Local Government Employees Retirement System",1289,"2018"
"SEGAL","University of Missouri Retirement Disability and Death Benefit Plan",1291,"2017"
"Gabriel, Roeder Smith & Company","Missouri Local Government Employees Retirement System",1289,"2019"
"Gabriel, Roeder Smith & Company","Missouri Local Government Employees Retirement System",1289,"2019"
"Gabriel, Roeder Smith & Company","Missouri Local Government Employees Retirement System",1289,"2020"
"Gabriel, Roeder Smith & Company","Missouri Local Government Employees Retirement System",1289,"2020"
"Gabriel, Roeder Smith & Company","Missouri Local Government Employees Retirement System",1289,"2021"
"Gabriel, Roeder Smith & Company","Missouri Local Government Employees Retirement System",1289,"2021"
"SEGAL","University of Missouri Retirement Disability and Death Benefit Plan",1291,"2017"
"SEGAL","University of Missouri Retirement Disability and Death Benefit Plan",1291,"2018"
"SEGAL","University of Missouri Retirement Disability and Death Benefit Plan",1291,"2018"
"SEGAL","University of Missouri Retirement Disability and Death Benefit Plan",1291,"2020"
"SEGAL","University of Missouri Retirement Disability and Death Benefit Plan",1291,"2020"
"GABRIEL,ROEDER,SMITH & COMPANY","Missouri State Employees' Retirement System (MOSERS) Judicial Plan",1292,"2016"
"GABRIEL,ROEDER,SMITH & COMPANY","Missouri State Employees' Retirement System (MOSERS) Judicial Plan",1292,"2016"
"Cavanaugh Macdonald","Missouri State Employees' Retirement System (MOSERS) Judicial Plan",1292,"2017"
"Cavanaugh Macdonald","Missouri State Employees' Retirement System (MOSERS) Judicial Plan",1292,"2017"
"Cavanaugh Macdonald","Missouri State Employees' Retirement System (MOSERS) Judicial Plan",1292,"2019"
"Cavanaugh Macdonald","Missouri State Employees' Retirement System (MOSERS) Judicial Plan",1292,"2018"
"Cavanaugh Macdonald","Missouri State Employees' Retirement System (MOSERS) Judicial Plan",1292,"2018"
"Cavanaugh Macdonald","Missouri State Employees' Retirement System (MOSERS) Judicial Plan",1292,"2019"
"Cavanaugh Macdonald","Missouri State Employees' Retirement System (MOSERS) Judicial Plan",1292,"2020"
"Cavanaugh Macdonald","Missouri State Employees' Retirement System (MOSERS) Judicial Plan",1292,"2020"
"Milliman","Missouri County Employees Retirement Fund",1295,"2017"
"Milliman","Missouri County Employees Retirement Fund",1295,"2016"
"Milliman","Missouri County Employees Retirement Fund",1295,"2016"
"Milliman","Missouri County Employees Retirement Fund",1295,"2017"
"Cavanaugh Macdonald Consulting, LLC","Missouri County Employees Retirement Fund",1295,"2019"
"Milliman","Missouri County Employees Retirement Fund",1295,"2018"
"Milliman","Missouri County Employees Retirement Fund",1295,"2018"
"Cavanaugh Macdonald Consulting, LLC","Missouri County Employees Retirement Fund",1295,"2019"
"Cavanaugh Macdonald Consulting, LLC","Missouri County Employees Retirement Fund",1295,"2020"
"Cavanaugh Macdonald Consulting, LLC","Missouri County Employees Retirement Fund",1295,"2020"
"Cheiron","Kansas City Firefighters Pension System",1301,"2018"
"Cavanaugh Macdonald Consulting, LLC","Missouri County Employees Retirement Fund",1295,"2021"
"Cavanaugh Macdonald Consulting, LLC","Missouri County Employees Retirement Fund",1295,"2021"
"Cheiron","Kansas City Firefighters Pension System",1301,"2016"
"Cheiron","Kansas City Firefighters Pension System",1301,"2016"
"Cheiron","Kansas City Firefighters Pension System",1301,"2017"
"Cheiron","Kansas City Firefighters Pension System",1301,"2017"
"Cheiron","Kansas City Firefighters Pension System",1301,"2018"
